age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Decision
senior,?,HS-grad,Married,?,Husband,White,Male,none,none,overtime,United-States,1
senior,?,HS-grad,Separated,?,Not-in-family,Black,Female,none,high,fulltime,United-States,0
middle-aged,Other-gov,Prof-school,Not-married,Prof-specialty,Unmarried,White,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Service,Own-child,Amer-Indian-Eskimo,Female,none,none,parttime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Not-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Never-married,Adm-clerical,Own-child,White,Male,none,none,fulltime,Euro-2,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,Black,Male,none,none,overtime,United-States,0
senior,?,Bachelors,Married,?,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,White-collar,Not-in-family,White,Male,high,none,overtime,United-States,1
senior,Private,HS-grad,Not-married,Blue-collar,Not-in-family,Black,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Prof-school,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Other-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Never-married,White-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Some-college,Not-married,Adm-clerical,Unmarried,Black,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Some-college,Married,Blue-collar,Husband,White,Male,none,none,unhealthy,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Self-emp,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Not-married,Prof-specialty,Not-in-family,White,Male,high,none,overtime,United-States,1
senior,Other-gov,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,unhealthy,United-States,1
senior,Self-emp,Bachelors,Married,White-collar,Wife,White,Female,none,none,parttime,United-States,1
young,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,White-collar,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,?,Some-college,Never-married,?,Unmarried,Black,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,none,none,parttime,United-States,0
senior,Private,Masters,Not-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
young,?,Bachelors,Never-married,?,Own-child,White,Male,none,none,parttime,United-States,0
senior,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,high,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Doctorate,Married,White-collar,Wife,White,Female,high,none,fulltime,United-States,1
young,Private,Associates,Never-married,Sales,Unmarried,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Associates,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,none,none,overtime,United-States,0
senior,Private,HS-grad,Not-married,Adm-clerical,Unmarried,White,Female,none,low,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,low,none,parttime,United-States,0
old,Private,HS-grad,Widowed,White-collar,Not-in-family,White,Female,none,high,parttime,United-States,0
senior,Federal-gov,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Some-college,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Separated,Prof-specialty,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Own-child,Asian-Pac-Islander,Male,low,none,fulltime,United-States,0
senior,Other-gov,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Associates,Not-married,White-collar,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Service,Unmarried,White,Female,none,none,unhealthy,United-States,0
middle-aged,Other-gov,Associates,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Other-gov,Some-college,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,none,none,fulltime,United-States,0
young,Never-worked,Dropout,Never-married,?,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,unhealthy,United-States,1
senior,Private,Masters,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Other-gov,HS-grad,Married,Blue-collar,Husband,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Other-relative,Other,Female,low,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Masters,Married,White-collar,Wife,White,Female,none,high,fulltime,United-States,1
senior,Private,HS-grad,Not-married,Sales,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Associates,Separated,White-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Blue-collar,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,Associates,Married,Adm-clerical,Wife,Black,Female,none,none,overtime,United-States,1
middle-aged,Other-gov,Bachelors,Never-married,Sales,Own-child,White,Female,none,none,fulltime,United-States,0
young,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Other-relative,White,Male,none,none,overtime,United-States,0
senior,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Never-married,Service,Unmarried,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,Black,Male,none,none,fulltime,United-States,1
middle-aged,Federal-gov,Bachelors,Not-married,Other-occupations,Unmarried,Black,Female,none,low,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,low,overtime,United-States,1
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Associates,Married,Other-occupations,Husband,Black,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Private,Associates,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
senior,Self-emp,Masters,Widowed,Service,Not-in-family,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Associates,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Sales,Own-child,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Other-occupations,Not-in-family,White,Male,none,none,unhealthy,United-States,0
senior,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,overtime,Latin-America,0
senior,Private,HS-grad,Widowed,Service,Not-in-family,White,Female,low,none,fulltime,Euro-1,0
middle-aged,Other-gov,Associates,Never-married,White-collar,Unmarried,Amer-Indian-Eskimo,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,Dropout,Married,Sales,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Self-emp,Prof-school,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,none,none,fulltime,SE-Asia,1
young,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,low,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Service,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,Masters,Not-married,Prof-specialty,Not-in-family,White,Female,high,none,fulltime,United-States,1
middle-aged,Private,Masters,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Dropout,Widowed,Blue-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Not-married,Adm-clerical,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Other-occupations,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,high,none,fulltime,United-States,1
young,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,Associates,Not-married,Sales,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,Adm-clerical,Wife,White,Female,high,none,parttime,United-States,1
senior,Self-emp,Masters,Married,Service,Husband,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,low,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,low,overtime,United-States,0
middle-aged,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
old,Self-emp,Some-college,Married,Sales,Husband,White,Male,none,none,parttime,United-States,1
young,Private,Some-college,Never-married,Other-occupations,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,high,overtime,United-States,1
middle-aged,Federal-gov,Masters,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,HS-grad,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Separated,Blue-collar,Not-in-family,White,Male,none,none,parttime,United-States,0
senior,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Service,Own-child,White,Female,none,none,parttime,United-States,0
senior,Other-gov,Some-college,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Sales,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,Euro-2,0
senior,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Widowed,Service,Unmarried,White,Female,none,none,fulltime,United-States,0
young,Self-emp,HS-grad,Never-married,Service,Own-child,White,Male,none,none,fulltime,United-States,0
young,Self-emp,Dropout,Never-married,Sales,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Married,White-collar,Wife,White,Female,none,none,fulltime,United-States,0
senior,Private,Doctorate,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
old,Private,HS-grad,Not-married,Blue-collar,Unmarried,White,Male,low,none,fulltime,?,0
middle-aged,Federal-gov,HS-grad,Not-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,?,HS-grad,Widowed,?,Unmarried,White,Female,none,none,fulltime,United-States,0
old,?,Associates,Widowed,?,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,White-collar,Husband,White,Male,high,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,overtime,Latin-America,0
middle-aged,Private,Associates,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Self-emp,Some-college,Married,Sales,Husband,White,Male,none,low,overtime,United-States,1
middle-aged,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,Bachelors,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
young,Private,HS-grad,Never-married,Service,Own-child,White,Female,none,low,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Blue-collar,Other-relative,White,Male,none,none,parttime,United-States,0
old,?,Bachelors,Not-married,?,Not-in-family,White,Female,none,none,parttime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Associates,Not-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Sales,Husband,Black,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,1
young,Federal-gov,Some-college,Married,Other-occupations,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,1
senior,Private,Dropout,Not-married,Blue-collar,Not-in-family,Other,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,Bachelors,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Not-married,Other-occupations,Unmarried,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,none,none,fulltime,SE-Asia,1
senior,Private,Bachelors,Not-married,Adm-clerical,Own-child,White,Male,none,none,fulltime,United-States,1
old,Self-emp,Dropout,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
old,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,parttime,United-States,0
young,Private,Some-college,Never-married,White-collar,Own-child,White,Male,none,none,fulltime,United-States,0
senior,?,Dropout,Married,?,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Never-married,Other-occupations,Not-in-family,Black,Male,high,none,fulltime,United-States,1
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,none,none,overtime,United-States,0
senior,Private,Dropout,Married,Service,Husband,Black,Male,none,none,fulltime,Latin-America,0
senior,Private,Bachelors,Not-married,White-collar,Not-in-family,White,Female,none,none,overtime,United-States,1
middle-aged,Federal-gov,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,Latin-America,0
young,Private,Dropout,Never-married,Blue-collar,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,HS-grad,Married,Service,Husband,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Euro-2,0
young,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Not-married,Prof-specialty,Unmarried,White,Female,none,none,fulltime,United-States,0
old,Self-emp,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,none,none,fulltime,United-States,0
senior,Private,Dropout,Not-married,Sales,Own-child,White,Female,none,none,parttime,United-States,0
senior,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,none,none,parttime,SE-Asia,0
middle-aged,Private,Dropout,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,Associates,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,Euro-1,0
old,?,Dropout,Married,?,Husband,White,Male,low,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Service,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Other-relative,White,Female,none,none,overtime,Latin-America,0
middle-aged,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Associates,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,Doctorate,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,HS-grad,Not-married,Other-occupations,Not-in-family,White,Male,none,none,parttime,United-States,0
young,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,overtime,British-Commonwealth,1
middle-aged,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Dropout,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Some-college,Widowed,White-collar,Unmarried,Amer-Indian-Eskimo,Female,none,none,parttime,United-States,0
middle-aged,Private,Some-college,Married,Service,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Some-college,Never-married,Sales,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Self-emp,Some-college,Married,White-collar,Husband,Asian-Pac-Islander,Male,none,none,overtime,China,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Other-gov,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,Doctorate,Separated,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,unhealthy,United-States,1
middle-aged,Private,Bachelors,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
young,Other-gov,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Separated,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Wife,Black,Female,none,none,fulltime,United-States,0
senior,Other-gov,Doctorate,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
young,?,Some-college,Never-married,?,Own-child,White,Male,none,none,parttime,United-States,0
senior,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,unhealthy,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,Black,Male,none,none,overtime,United-States,0
senior,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Service,Husband,White,Male,none,none,unhealthy,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,?,Dropout,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Some-college,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Service,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Masters,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Prof-school,Married,Prof-specialty,Wife,White,Female,high,none,overtime,United-States,1
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Dropout,Never-married,Service,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Some-college,Not-married,Adm-clerical,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Private,Bachelors,Not-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Other-occupations,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Dropout,Widowed,Sales,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Some-college,Never-married,Service,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
young,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,Sales,Husband,Black,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Female,none,none,overtime,United-States,1
middle-aged,Private,Prof-school,Married,Prof-specialty,Wife,White,Female,none,none,fulltime,United-States,0
young,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,overtime,United-States,0
young,Private,Associates,Not-married,Other-occupations,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,1
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Sales,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Dropout,Never-married,Service,Other-relative,White,Male,none,none,fulltime,Latin-America,0
young,Private,Associates,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Service,Own-child,Black,Female,none,none,fulltime,Latin-America,0
young,Other-gov,Some-college,Never-married,Service,Other-relative,Black,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Separated,Service,Not-in-family,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Married,Sales,Wife,White,Female,none,none,overtime,United-States,0
middle-aged,?,Dropout,Married,?,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
old,?,Some-college,Not-married,?,Other-relative,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Some-college,Not-married,Blue-collar,Other-relative,White,Male,none,none,overtime,United-States,0
young,Private,Bachelors,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Masters,Not-married,Prof-specialty,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,unhealthy,United-States,0
senior,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Female,none,low,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,none,low,overtime,United-States,0
middle-aged,Private,Bachelors,Never-married,Other-occupations,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Doctorate,Married,Prof-specialty,Husband,White,Male,none,high,unhealthy,Euro-1,1
middle-aged,Self-emp,HS-grad,Married,White-collar,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,none,none,fulltime,United-States,1
young,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Some-college,Not-married,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Euro-1,0
middle-aged,Private,Masters,Married,White-collar,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
